-3.449725952148437500e+02,9.093201446533203125e+01,4.507621288299560547e+00,1.420479774475097656e+01,-4.546688199043273926e-01,9.363374710083007812e+00,3.003609895706176758e+00,1.768687820434570312e+01,-9.303619384765625000e+00,2.489265441894531250e+00,3.556383371353149414e+00,-3.095599822700023651e-02,1.462276935577392578e+00,-2.219082117080688477e+00,-4.735773086547851562e+00,-1.015417933464050293e+00,-3.672374010086059570e+00,2.078299999237060547e+00,-5.014822483062744141e+00,2.552557945251464844e+00,-5.751998901367187500e+00,1.122914791107177734e+00,-4.523463249206542969e+00,1.426434636116027832e+00,-6.119885444641113281e+00,3.890464007854461670e-01,-4.592299461364746094e+00,-9.989318847656250000e-01,-2.946172952651977539e+00,3.273137807846069336e-01,-3.944141149520874023e+00,3.196973085403442383e+00,-2.451673984527587891e+00,1.438754677772521973e+00,-4.582733154296875000e+00,8.962636590003967285e-01,-2.560363292694091797e+00,2.205750226974487305e+00,-2.833844184875488281e+00,-4.081564247608184814e-01
-2.183337402343750000e+02,7.015368652343750000e+01,-1.463713550567626953e+01,7.313438415527343750e+00,-2.396582603454589844e+00,1.167380237579345703e+01,-3.638105630874633789e+00,2.317960929870605469e+01,6.178346872329711914e-01,1.839875221252441406e+00,-2.753408908843994141e+00,2.694099903106689453e+00,-9.897962570190429688e+00,-1.011575937271118164e+00,-5.027157306671142578e+00,1.021013021469116211e+00,-9.815975427627563477e-01,2.976876735687255859e+00,-2.169814348220825195e+00,6.707870483398437500e+00,-3.710860252380371094e+00,6.760868072509765625e+00,-3.365597248077392578e+00,4.274269104003906250e+00,-6.479567050933837891e+00,6.944111824035644531e+00,-2.404798746109008789e+00,3.985702276229858398e+00,-2.941704750061035156e+00,1.379310131072998047e+00,-2.046676874160766602e+00,2.040211200714111328e+00,-4.381787300109863281e+00,-1.216473102569580078e+00,-3.797832012176513672e+00,3.214582681655883789e+00,-3.556525230407714844e+00,4.722572803497314453e+00,-3.156045675277709961e-01,6.156072616577148438e+00
-3.970240783691406250e+02,6.306429290771484375e+01,-8.609680175781250000e+00,-6.837496757507324219e+00,-1.606573867797851562e+01,-2.747510671615600586e+00,-2.642775917053222656e+01,8.808270454406738281e+00,-1.500651550292968750e+01,-3.195759534835815430e+00,-2.137837886810302734e+00,4.355279207229614258e-01,-5.414506912231445312e+00,-4.948553085327148438e+00,-1.022837257385253906e+01,-2.134464383125305176e-01,-1.060986328125000000e+01,-5.107530355453491211e-01,-1.173001670837402344e+01,3.629922866821289062e-01,-4.844384193420410156e+00,-2.205092668533325195e+00,-5.041875839233398438e+00,-3.288066625595092773e+00,-6.358039379119873047e+00,2.108563035726547241e-01,-1.404890298843383789e+00,6.236308813095092773e-02,-3.474442958831787109e+00,9.162538051605224609e-01,-3.769441366195678711e+00,4.922422170639038086e-01,-2.908423900604248047e+00,6.809726953506469727e-01,-2.537320375442504883e+00,5.512093901634216309e-01,-1.310854792594909668e+00,9.655447602272033691e-01,-3.051232337951660156e+00,5.068625211715698242e-01
-3.812219543457031250e+02,4.883921813964843750e+01,-1.912561225891113281e+01,-8.832796096801757812e+00,-1.722908854484558105e+00,1.997957706451416016e+00,-1.393986797332763672e+01,-6.189681053161621094e+00,-1.874436378479003906e+01,-1.301251792907714844e+01,-1.697112274169921875e+01,-3.125561714172363281e+00,-3.967700004577636719e+00,-9.555379867553710938e+00,-7.556433677673339844e+00,2.198695659637451172e+00,-1.127539253234863281e+01,-5.119379997253417969e+00,-9.754512786865234375e+00,-6.539541244506835938e+00,-9.365011215209960938e+00,5.776577591896057129e-01,-8.058172225952148438e+00,-2.040102481842041016e+00,-8.316059112548828125e+00,-7.796574831008911133e-01,-9.467144012451171875e+00,4.074639320373535156e+00,-4.798692703247070312e+00,3.162924051284790039e+00,-6.623716354370117188e+00,-3.738889217376708984e+00,-3.741923332214355469e+00,-2.658924579620361328e+00,-4.967658042907714844e+00,6.040535449981689453e+00,-3.996590137481689453e+00,3.884776115417480469e+00,-1.752475619316101074e+00,1.487309038639068604e-01
-3.611638793945312500e+02,7.688563537597656250e+01,1.898307037353515625e+01,-1.587826609611511230e+00,1.244103050231933594e+01,1.640209388732910156e+01,5.429183483123779297e+00,1.920045471191406250e+01,3.149353742599487305e+00,5.107339859008789062e+00,-3.717370986938476562e+00,1.127412414550781250e+01,-1.034656882286071777e+00,5.325054168701171875e+00,-4.291741371154785156e+00,7.767021656036376953e+00,-1.688601255416870117e+00,9.307199478149414062e+00,-3.827059745788574219e+00,9.122583389282226562e+00,-2.245173454284667969e+00,2.250017642974853516e+00,-4.332441329956054688e+00,3.890390396118164062e+00,-5.557810664176940918e-01,7.274072170257568359e-01,-2.186759948730468750e+00,1.466701388359069824e+00,-1.865343332290649414e+00,6.954798102378845215e-01,-3.649554252624511719e+00,-2.886478424072265625e+00,-3.675644397735595703e+00,-1.958101391792297363e+00,-4.853289604187011719e+00,-9.723197221755981445e-01,-4.596443653106689453e+00,4.531053304672241211e-01,-4.520120620727539062e-01,4.882825851440429688e+00
-4.183606567382812500e+02,1.908295249938964844e+01,-1.244546985626220703e+01,-3.151967048645019531e+00,5.699144363403320312e+00,8.727871894836425781e+00,5.365037918090820312e+00,5.489316940307617188e+00,-8.930027008056640625e+00,1.504925060272216797e+01,-1.182805657386779785e+00,7.246787548065185547e+00,-6.770156860351562500e+00,7.418977260589599609e+00,-5.576263427734375000e+00,4.239902973175048828e+00,-4.523720741271972656e+00,7.380393028259277344e+00,5.142296791076660156e+00,7.010774612426757812e+00,2.460509300231933594e+00,6.033381462097167969e+00,-8.873258829116821289e-01,4.177179813385009766e+00,-1.863843560218811035e+00,4.021244943141937256e-01,-5.462052345275878906e+00,1.379990577697753906e+00,-5.471928596496582031e+00,-6.443804502487182617e-01,-6.947896957397460938e+00,-7.331424355506896973e-01,-7.163702011108398438e+00,-1.247408032417297363e+00,-5.734839916229248047e+00,-8.864839076995849609e-01,-2.518926143646240234e+00,7.533522844314575195e-01,-3.959283113479614258e+00,2.423845380544662476e-01
-2.772849121093750000e+02,6.084609985351562500e+01,-3.548435592651367188e+01,-3.009251403808593750e+01,-1.015501594543457031e+01,-1.121207046508789062e+01,-3.097069358825683594e+01,-8.743876457214355469e+00,-2.739192008972167969e+01,-1.726261520385742188e+01,-1.010448646545410156e+01,-5.978857994079589844e+00,-1.273991584777832031e+01,-4.082961559295654297e+00,-9.665334701538085938e+00,-4.913244247436523438e+00,-9.148803710937500000e+00,1.526503205299377441e+00,1.982784271240234375e-02,1.503647565841674805e-01,-6.903429985046386719e+00,-3.200902462005615234e+00,-7.714535713195800781e+00,-4.238721132278442383e-01,-9.756811141967773438e+00,-2.030287265777587891e+00,-6.776714324951171875e+00,1.010628342628479004e-01,-4.574097633361816406e+00,-3.379536151885986328e+00,-4.027427673339843750e+00,2.872941493988037109e-01,-3.621828317642211914e+00,6.528825759887695312e+00,-1.389965057373046875e+00,1.238212704658508301e+00,1.996693015098571777e+00,3.856813430786132812e+00,-1.212084293365478516e-02,4.204197406768798828e+00
-2.460683593750000000e+02,7.926640319824218750e+01,6.806310176849365234e+00,1.267038917541503906e+01,-7.825548648834228516e+00,5.322238922119140625e+00,-1.907801437377929688e+01,3.216043949127197266e+00,-3.752338409423828125e+00,-3.179850339889526367e+00,-5.601389884948730469e+00,9.930579662322998047e-01,-2.636989116668701172e+00,-7.504167079925537109e+00,-1.164543151855468750e+01,-9.211759567260742188e+00,-9.614505767822265625e+00,-6.597176790237426758e-01,-3.964662551879882812e+00,5.915877342224121094e+00,3.329079389572143555e+00,3.235235214233398438e+00,9.950807094573974609e-01,-2.419404983520507812e-01,-9.323731422424316406e+00,9.174823760986328125e-02,-5.450654506683349609e+00,-4.234864234924316406e+00,-9.916828155517578125e+00,-3.033523559570312500e+00,-3.406246185302734375e+00,1.557077407836914062e+00,-3.850196361541748047e+00,2.695251703262329102e+00,-4.481335639953613281e+00,-1.511282682418823242e+00,-4.528905868530273438e+00,-2.535580396652221680e-01,-2.298159599304199219e+00,1.375634431838989258e+00
-2.345822753906250000e+02,9.291921997070312500e+01,-2.706986045837402344e+01,2.104734802246093750e+01,7.012279033660888672e-01,1.502003669738769531e+01,3.303228139877319336e+00,7.841824531555175781e+00,-8.656826019287109375e+00,7.141210556030273438e+00,-4.871294021606445312e+00,7.224916458129882812e+00,1.413657307624816895e+00,9.522172927856445312e+00,2.104694694280624390e-01,8.271150588989257812e+00,1.909584641456604004e+00,6.201535224914550781e+00,-2.523948192596435547e+00,1.054580211639404297e+00,7.851169109344482422e-01,8.078665733337402344e+00,1.745290398597717285e+00,7.288957595825195312e+00,3.578850626945495605e-01,4.618258953094482422e+00,-3.699881792068481445e+00,7.425399780273437500e+00,2.442187070846557617e+00,2.630636453628540039e+00,-4.971484541893005371e-01,-1.741170138120651245e-01,-6.857702255249023438e+00,5.060878753662109375e+00,-4.575589179992675781e+00,2.326182365417480469e+00,-4.038266181945800781e+00,-6.522082090377807617e-01,-4.773792743682861328e+00,8.071532249450683594e-01
-4.129658508300781250e+02,6.791484069824218750e+01,2.477363586425781250e+01,-3.728169679641723633e+00,6.194547653198242188e+00,7.724393367767333984e+00,-5.232277870178222656e+00,5.372978210449218750e+00,3.569371461868286133e+00,-6.202340126037597656e-03,-2.342407703399658203e+00,-5.006196498870849609e+00,-6.551125526428222656e+00,-3.622412681579589844e-01,-1.002414226531982422e+01,3.192935943603515625e+00,-6.834078788757324219e+00,1.347019910812377930e+00,-6.277743339538574219e+00,-2.144564151763916016e+00,-4.867532730102539062e+00,-2.947098493576049805e+00,-3.871464967727661133e+00,-2.037417411804199219e+00,-4.221524238586425781e+00,-1.395805358886718750e+00,-5.620199203491210938e+00,-2.220722198486328125e+00,-4.387634277343750000e+00,-5.899471640586853027e-01,-4.460628032684326172e+00,-1.477698087692260742e+00,-2.291450023651123047e+00,-3.143743515014648438e+00,-3.836367845535278320e+00,-1.634131431579589844e+00,-6.372444629669189453e-01,1.641301631927490234e+00,-4.055873870849609375e+00,-7.369596004486083984e+00
